****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.020    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.01     15.00     45.00     90.00     25.00      2.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil        TA       DIC        pH    OmegaC    OmegaA     R_cal     R_arg
        34     1.783     0.022     0.000     0.013    -1.990     0.307     1.783  1025.592 56087.400    33.290    10.293     0.020     1.000  3578.614  2537.874     8.884    18.808    11.941  3493.437     0.000
        35     1.808     0.022     0.000     0.013    -1.990     0.318     1.808  1025.568 55324.604    33.260    10.298     0.020     1.000  3569.414  2537.360     8.879    18.647    11.838  3403.109     0.000
        36     1.832     0.022     0.000     0.013    -1.990     0.329     1.832  1025.545 54579.631    33.231    10.303     0.020     1.000  3560.429  2536.858     8.874    18.489    11.737  3316.397     0.000
        37     1.857     0.022     0.000     0.014    -1.989     0.339     1.857  1025.522 53851.869    33.203    10.308     0.020     1.000  3551.651  2536.367     8.869    18.334    11.638  3233.111     0.000
        38     1.882     0.023     0.000     0.014    -1.989     0.350     1.882  1025.499 53140.739    33.175    10.313     0.020     1.000  3543.073  2535.888     8.864    18.183    11.542  3153.078     0.000
        39     1.907     0.023     0.000     0.015    -1.989     0.361     1.907  1025.477 52445.692    33.148    10.317     0.020     1.000  3534.690  2535.419     8.859    18.036    11.448  3076.134     0.000
        40     1.932     0.023     0.000     0.015    -1.989     0.372     1.932  1025.456 51766.204    33.122    10.322     0.020     1.000  3526.494  2534.961     8.854    17.892    11.356  3002.125     0.000
        41     1.957     0.023     0.000     0.015    -1.988     0.383     1.957  1025.435 51101.782    33.096    10.326     0.020     1.000  3518.479  2534.513     8.850    17.752    11.266  2930.908     0.000
        42     1.982     0.024     0.000     0.016    -1.988     0.395     1.982  1025.415 50451.953    33.070    10.331     0.020     1.000  3510.641  2534.075     8.845    17.614    11.178  2862.347     0.000
        43     2.007     0.024     0.000     0.016    -1.988     0.406     2.007  1025.395 49816.272    33.046    10.335     0.020     1.004  3502.974  2533.646     8.840    17.479    11.093  2796.317     0.000
        44     2.033     0.024     0.000     0.016    -1.988     0.418     2.033  1025.375 49194.311    33.021    10.339     0.020     1.016  3495.471  2533.226     8.836    17.348    11.009  2732.698     0.000
        45     2.058     0.024     0.000     0.017    -1.988     0.429     2.058  1025.356 48585.669    32.997    10.343     0.020     1.029  3488.130  2532.816     8.832    17.219    10.926  2671.379     0.000
        46     2.084     0.025     0.000     0.017    -1.987     0.441     2.084  1025.337 47989.959    32.974    10.347     0.020     1.042  3480.944  2532.414     8.827    17.093    10.846  2612.255     0.000
        47     2.109     0.025     0.000     0.018    -1.987     0.453     2.109  1025.319 47406.818    32.951    10.351     0.020     1.055  3473.910  2532.021     8.823    16.970    10.767  2555.227     0.000
        48     2.135     0.025     0.000     0.018    -1.987     0.465     2.135  1025.301 46835.897    32.929    10.355     0.020     1.068  3467.024  2531.636     8.819    16.849    10.690  2500.201     0.000
        49     2.161     0.025     0.000     0.018    -1.987     0.477     2.161  1025.283 46276.866    32.907    10.359     0.020     1.080  3460.281  2531.259     8.815    16.731    10.615  2447.091     0.000
        50     2.187     0.026     0.000     0.019    -1.987     0.489     2.187  1025.266 45729.410    32.886    10.362     0.020     1.093  3453.677  2530.889     8.811    16.615    10.541  2395.813     0.000
        51     2.213     0.026     0.000     0.019    -1.986     0.502     2.213  1025.249 45193.231    32.865    10.366     0.020     1.106  3447.210  2530.528     8.807    16.502    10.469  2346.290     0.000
        52     2.239     0.026     0.000     0.020    -1.986     0.514     2.239  1025.232 44668.044    32.845    10.369     0.020     1.119  3440.875  2530.174     8.803    16.391    10.398  2298.446     0.000
        53     2.265     0.026     0.000     0.020    -1.986     0.527     2.265  1025.216 44153.579    32.825    10.373     0.020     1.132  3434.669  2529.826     8.799    16.283    10.329  2252.214     0.000
        54     2.291     0.027     0.000     0.021    -1.986     0.540     2.291  1025.200 43649.577    32.805    10.376     0.020     1.145  3428.590  2529.486     8.795    16.176    10.261  2207.527     0.000
        55     2.317     0.027     0.000     0.021    -1.986     0.553     2.317  1025.185 43155.795    32.786    10.380     0.020     1.159  3422.634  2529.153     8.792    16.072    10.195  2164.323     0.000
        56     2.343     0.027     0.000     0.021    -1.986     0.566     2.343  1025.170 42672.000    32.767    10.383     0.020     1.172  3416.799  2528.827     8.788    15.970    10.129  2122.543     0.000
        57     2.370     0.027     0.000     0.022    -1.985     0.579     2.370  1025.155 42197.971    32.748    10.386     0.020     1.185  3411.081  2528.507     8.784    15.870    10.066  2082.131     0.000
        58     2.396     0.028     0.000     0.022    -1.985     0.592     2.396  1025.140 41733.497    32.730    10.389     0.020     1.198  3405.478  2528.194     8.781    15.772    10.003  2043.035     0.000
        59     2.423     0.028     0.000     0.023    -1.985     0.606     2.423  1025.126 41278.378    32.712    10.392     0.020     1.211  3399.989  2527.887     8.777    15.676     9.942  2005.204     0.000
        60     2.449     0.028     0.000     0.023    -1.985     0.619     2.449  1025.112 40832.426    32.695    10.395     0.020     1.225  3394.610  2527.586     8.774    15.582     9.882  1968.591     0.000
        61     2.476     0.028     0.000     0.024    -1.985     0.633     2.476  1025.098 40395.460    32.678    10.398     0.020     1.238  3389.340  2527.291     8.771    15.490     9.824  1933.152     0.000
        62     2.502     0.029     0.000     0.024    -1.985     0.647     2.502  1025.084 39967.309    32.661    10.401     0.020     1.251  3384.176  2527.002     8.767    15.400     9.766  1898.843     0.000
        63     2.529     0.029     0.000     0.024    -1.984     0.661     2.529  1025.071 39547.811    32.645    10.404     0.020     1.264  3379.116  2526.719     8.764    15.312     9.710  1865.625     0.000
        64     2.555     0.029     0.000     0.025    -1.984     0.676     2.555  1025.058 39136.813    32.629    10.407     0.020     1.278  3374.159  2526.442     8.761    15.226     9.655  1833.458     0.000
        65     2.582     0.029     0.000     0.025    -1.984     0.690     2.582  1025.045 38734.168    32.613    10.409     0.020     1.291  3369.302  2526.170     8.758    15.141     9.601  1802.306     0.000
        66     2.608     0.030     0.000     0.026    -1.984     0.705     2.608  1025.033 38339.740    32.598    10.412     0.020     1.304  3364.545  2525.904     8.755    15.058     9.548  1772.136     0.000
        67     2.635     0.030     0.000     0.026    -1.984     0.720     2.635  1025.021 37953.398    32.582    10.415     0.020     1.317  3359.886  2525.643     8.752    14.977     9.496  1742.912     0.000
        68     2.661     0.030     0.000     0.027    -1.984     0.735     2.661  1025.009 37575.019    32.568    10.417     0.020     1.331  3355.322  2525.388     8.749    14.897     9.445  1714.606     0.000
        69     2.688     0.030     0.000     0.027    -1.983     0.750     2.688  1024.997 37204.487    32.553    10.420     0.020     1.344  3350.853  2525.138     8.746    14.819     9.396  1687.185     0.000
        70     2.714     0.031     0.000     0.028    -1.983     0.765     2.714  1024.986 36841.691    32.539    10.422     0.020     1.357  3346.478  2524.893     8.743    14.743     9.347  1660.623     0.000
        71     2.741     0.031     0.000     0.028    -1.983     0.781     2.741  1024.975 36486.528    32.525    10.425     0.020     1.370  3342.194  2524.653     8.740    14.669     9.300  1634.893     0.000
        72     2.767     0.031     0.000     0.029    -1.983     0.797     2.767  1024.964 36138.901    32.512    10.427     0.020     1.384  3338.002  2524.418     8.737    14.596     9.253  1609.968     0.000
        73     2.793     0.031     0.000     0.029    -1.983     0.813     2.793  1024.953 35798.719    32.498    10.429     0.020     1.397  3333.899  2524.189     8.735    14.524     9.207  1585.824     0.000
        74     2.820     0.032     0.000     0.030    -1.983     0.829     2.820  1024.942 35465.894    32.485    10.431     0.020     1.410  3329.885  2523.964     8.732    14.454     9.163  1562.439     0.000
        75     2.846     0.032     0.000     0.030    -1.983     0.845     2.846  1024.932 35140.346    32.473    10.434     0.020     1.423  3325.959  2523.744     8.729    14.386     9.119  1539.789     0.000
        76     2.872     0.032     0.000     0.031    -1.982     0.862     2.872  1024.922 34821.999    32.460    10.436     0.020     1.436  3322.120  2523.530     8.727    14.319     9.077  1517.854     0.000
        77     2.898     0.032     0.000     0.031    -1.982     0.879     2.898  1024.912 34510.782    32.448    10.438     0.020     1.449  3318.367  2523.320     8.724    14.254     9.035  1496.613     0.000
        78     2.923     0.032     0.000     0.032    -1.982     0.895     2.923  1024.903 34206.628    32.436    10.440     0.020     1.462  3314.699  2523.114     8.722    14.190     8.995  1476.048     0.000
        79     2.949     0.033     0.000     0.032    -1.982     0.913     2.949  1024.893 33909.475    32.424    10.442     0.020     1.475  3311.116  2522.914     8.720    14.128     8.955  1456.140     0.000
        80     2.974     0.033     0.000     0.033    -1.982     0.930     2.974  1024.884 33619.265    32.413    10.444     0.020     1.487  3307.616  2522.718     8.717    14.067     8.916  1436.872     0.000
        81     3.000     0.033     0.000     0.033    -1.982     0.947     3.000  1024.875 33335.943    32.402    10.446     0.020     1.500  3304.200  2522.526     8.715    14.008     8.878  1418.226     0.000
        82     3.025     0.033     0.000     0.034    -1.982     0.965     3.025  1024.867 33059.459    32.391    10.448     0.020     1.512  3300.866  2522.340     8.713    13.950     8.842  1400.188     0.000
        83     3.050     0.034     0.000     0.034    -1.982     0.983     3.050  1024.858 32789.765    32.381    10.450     0.020     1.525  3297.614  2522.158     8.710    13.894     8.806  1382.742     0.000
        84     3.074     0.034     0.000     0.035    -1.981     1.001     3.074  1024.850 32526.816    32.370    10.451     0.020     1.537  3294.443  2521.980     8.708    13.839     8.771  1365.873     0.000
        85     3.099     0.034     0.000     0.035    -1.981     1.020     3.099  1024.842 32270.571    32.360    10.453     0.020     1.549  3291.353  2521.807     8.706    13.785     8.736  1349.567     0.000
        86     3.123     0.034     0.000     0.036    -1.981     1.038     3.123  1024.834 32020.990    32.351    10.455     0.020     1.561  3288.344  2521.639     8.704    13.733     8.703  1333.811     0.000
        87     3.147     0.034     0.000     0.036    -1.981     1.057     3.147  1024.826 31778.038    32.341    10.456     0.020     1.573  3285.414  2521.475     8.702    13.682     8.671  1318.593     0.000
        88     3.170     0.035     0.000     0.037    -1.981     1.076     3.170  1024.819 31541.677    32.332    10.458     0.020     1.585  3282.564  2521.315     8.700    13.633     8.639  1303.900     0.000
        89     3.194     0.035     0.000     0.037    -1.981     1.095     3.194  1024.811 31311.875    32.323    10.460     0.020     1.597  3279.793  2521.160     8.698    13.585     8.609  1289.721     0.000
        90     3.217     0.035     0.000     0.038    -1.981     1.115     3.217  1024.804 31088.600    32.314    10.461     0.020     1.608  3277.101  2521.009     8.696    13.538     8.579  1276.044     0.000
        91     3.239     0.035     0.000     0.039    -1.981     1.134     3.239  1024.798 30871.819    32.306    10.463     0.020     1.620  3274.488  2520.863     8.694    13.493     8.550  1262.858     0.000
        92     3.261     0.035     0.000     0.039    -1.981     1.154     3.261  1024.791 30661.501    32.298    10.464     0.020     1.631  3271.952  2520.721     8.693    13.449     8.522  1250.153     0.000
        93     3.283     0.035     0.000     0.040    -1.981     1.174     3.283  1024.785 30457.614    32.290    10.465     0.020     1.642  3269.493  2520.583     8.691    13.406     8.495  1237.918     0.000
        94     3.305     0.036     0.000     0.040    -1.981     1.194     3.305  1024.778 30260.126    32.282    10.467     0.020     1.652  3267.112  2520.450     8.689    13.365     8.469  1226.145     0.000
        95     3.326     0.036     0.000     0.041    -1.980     1.215     3.326  1024.772 30069.002    32.274    10.468     0.020     1.663  3264.808  2520.321     8.688    13.325     8.443  1214.822     0.000
        96     3.346     0.036     0.000     0.042    -1.980     1.235     3.346  1024.766 29884.206    32.267    10.469     0.020     1.673  3262.580  2520.196     8.686    13.286     8.419  1203.942     0.000
        97     3.366     0.036     0.000     0.042    -1.980     1.256     3.366  1024.761 29705.697    32.260    10.470     0.020     1.683  3260.428  2520.076     8.685    13.249     8.395  1193.494     0.000
        98     3.386     0.036     0.000     0.043    -1.980     1.277     3.386  1024.755 29533.432    32.253    10.472     0.020     1.693  3258.351  2519.959     8.683    13.213     8.372  1183.469     0.000
        99     3.405     0.036     0.000     0.043    -1.980     1.298     3.405  1024.750 29367.360    32.247    10.473     0.020     1.703  3256.349  2519.847     8.682    13.178     8.350  1173.859     0.000
       100     3.424     0.037     0.000     0.044    -1.980     1.320     3.424  1024.745 29207.421    32.241    10.474     0.020     1.712  3254.420  2519.739     8.680    13.145     8.329  1164.653     0.000
       101     3.442     0.037     0.000     0.045    -1.980     1.341     3.442  1024.740 29053.547    32.235    10.475     0.020     1.721  3252.565  2519.635     8.679    13.113     8.308  1155.842     0.000
       102     3.460     0.037     0.000     0.045    -1.980     1.363     3.460  1024.736 28905.655    32.229    10.476     0.020     1.730  3250.782  2519.535     8.678    13.082     8.289  1147.416     0.000
       103     3.477     0.037     0.000     0.046    -1.980     1.385     3.477  1024.731 28763.639    32.223    10.477     0.020     1.738  3249.070  2519.440     8.677    13.053     8.270  1139.364     0.000
       104     3.493     0.037     0.000     0.046    -1.980     1.407     3.493  1024.727 28627.373    32.218    10.478     0.020     1.747  3247.427  2519.347     8.675    13.024     8.252  1131.673     0.000
       105     3.509     0.037     0.000     0.047    -1.980     1.429     3.509  1024.723 28496.685    32.213    10.479     0.020     1.755  3245.852  2519.259     8.674    12.997     8.234  1124.330     0.000
       106     3.525     0.037     0.000     0.048    -1.980     1.452     3.525  1024.719 28371.350    32.208    10.479     0.020     1.762  3244.341  2519.175     8.673    12.971     8.218  1117.318     0.000
       107     3.540     0.037     0.000     0.048    -1.980     1.474     3.540  1024.715 28251.043    32.203    10.480     0.020     1.770  3242.891  2519.093     8.672    12.946     8.202  1110.615     0.000
       108     3.554     0.037     0.000     0.049    -1.980     1.497     3.554  1024.711 28135.250    32.199    10.481     0.020     1.777  3241.495  2519.015     8.671    12.922     8.186  1104.189     0.000
       109     3.569     0.038     0.000     0.050    -1.980     1.520     3.569  1024.708 28022.854    32.194    10.482     0.020     1.784  3240.140  2518.939     8.670    12.898     8.172  1097.976     0.000
       110     3.583     0.038     0.000     0.050    -1.980     1.542     3.583  1024.704 27912.917    32.190    10.483     0.020     1.791  3238.814  2518.865     8.669    12.875     8.157  1091.921     0.000
       111     3.596     0.038     0.000     0.051    -1.980     1.566     3.596  1024.701 27804.977    32.186    10.483     0.020     1.798  3237.513  2518.792     8.668    12.853     8.143  1085.998     0.000
       112     3.610     0.038     0.000     0.052    -1.980     1.589     3.610  1024.698 27698.754    32.182    10.484     0.020     1.805  3236.232  2518.720     8.667    12.831     8.129  1080.190     0.000
       113     3.624     0.038     0.000     0.052    -1.980     1.612     3.624  1024.694 27594.081    32.178    10.485     0.020     1.812  3234.970  2518.650     8.667    12.809     8.115  1074.487     0.000
---------------------- Local maximum rise or fall --------------------
       114     3.638     0.038     0.000     0.053    -1.980     1.635     3.638  1024.691 27490.848    32.174    10.485     0.020     1.819  3233.726  2518.580     8.666    12.787     8.101  1068.883     0.000
       115     3.651     0.038     0.000     0.053    -1.980     1.659     3.651  1024.688 27388.978    32.170    10.486     0.020     1.826  3232.498  2518.511     8.665    12.766     8.087  1063.372     0.000
       116     3.665     0.038     0.000     0.054    -1.980     1.683     3.665  1024.685 27288.412    32.166    10.487     0.020     1.832  3231.285  2518.443     8.664    12.745     8.074  1057.950     0.000
       117     3.678     0.038     0.000     0.055    -1.980     1.706     3.678  1024.681 27189.098    32.162    10.487     0.020     1.839  3230.088  2518.376     8.663    12.725     8.061  1052.614     0.000
       118     3.691     0.038     0.000     0.055    -1.980     1.730     3.691  1024.678 27090.992    32.158    10.488     0.020     1.846  3228.905  2518.310     8.662    12.704     8.048  1047.360     0.000
       119     3.705     0.039     0.000     0.056    -1.980     1.754     3.705  1024.675 26994.050    32.154    10.489     0.020     1.852  3227.737  2518.245     8.661    12.684     8.035  1042.186     0.000
       120     3.718     0.039     0.000     0.057    -1.980     1.779     3.718  1024.672 26898.232    32.150    10.489     0.020     1.859  3226.581  2518.180     8.660    12.664     8.022  1037.089     0.000
       121     3.731     0.039     0.000     0.057    -1.980     1.803     3.731  1024.669 26802.750    32.147    10.490     0.020     1.865  3225.430  2518.115     8.660    12.644     8.010  1032.026     0.000
       122     3.744     0.039     0.000     0.058    -1.980     1.827     3.744  1024.666 26706.455    32.143    10.491     0.020     1.872  3224.269  2518.050     8.659    12.624     7.997  1026.937     0.000
       123     3.758     0.039     0.000     0.059    -1.980     1.852     3.758  1024.663 26608.468    32.139    10.491     0.020     1.879  3223.088  2517.984     8.658    12.604     7.984  1021.776     0.000
       124     3.772     0.039     0.000     0.060    -1.980     1.877     3.772  1024.660 26508.115    32.135    10.492     0.020     1.886  3221.878  2517.916     8.657    12.583     7.971  1016.508     0.000
       125     3.787     0.039     0.000     0.060    -1.980     1.902     3.787  1024.657 26404.893    32.131    10.493     0.020     1.894  3220.633  2517.847     8.656    12.561     7.957  1011.108     0.000
       126     3.803     0.039     0.000     0.061    -1.980     1.927     3.803  1024.653 26298.418    32.127    10.494     0.020     1.901  3219.349  2517.775     8.655    12.539     7.943  1005.559     0.000
       127     3.818     0.039     0.000     0.062    -1.980     1.952     3.818  1024.650 26188.393    32.123    10.494     0.020     1.909  3218.023  2517.700     8.654    12.516     7.928   999.845     0.000
       128     3.835     0.039     0.000     0.062    -1.980     1.978     3.835  1024.646 26074.583    32.118    10.495     0.020     1.918  3216.650  2517.624     8.653    12.493     7.913   993.958     0.000
       129     3.853     0.039     0.000     0.063    -1.980     2.004     3.853  1024.643 25956.793    32.114    10.496     0.020     1.926  3215.230  2517.544     8.652    12.468     7.898   987.890     0.000
       130     3.871     0.039     0.000     0.064    -1.980     2.030     3.871  1024.639 25834.856    32.109    10.497     0.020     1.935  3213.759  2517.462     8.651    12.443     7.882   981.634     0.000
       131     3.890     0.040     0.000     0.064    -1.981     2.056     3.890  1024.635 25708.628    32.104    10.498     0.020     1.945  3212.237  2517.376     8.650    12.417     7.865   975.185     0.000
       132     3.910     0.040     0.000     0.065    -1.981     2.083     3.910  1024.631 25577.977    32.099    10.498     0.020     1.955  3210.662  2517.288     8.649    12.389     7.848   968.540     0.000
       133     3.930     0.040     0.000     0.066    -1.981     2.109     3.930  1024.626 25442.779    32.094    10.499     0.020     1.965  3209.031  2517.197     8.648    12.361     7.830   961.696     0.000
       134     3.952     0.040     0.000     0.067    -1.981     2.137     3.952  1024.622 25302.917    32.088    10.500     0.020     1.976  3207.344  2517.102     8.646    12.332     7.811   954.650     0.000
       135     3.975     0.040     0.000     0.067    -1.981     2.164     3.975  1024.617 25158.280    32.082    10.501     0.020     1.987  3205.600  2517.005     8.645    12.302     7.792   947.400     0.000
       136     3.999     0.040     0.000     0.068    -1.981     2.192     3.999  1024.613 25008.754    32.077    10.502     0.020     1.999  3203.796  2516.904     8.644    12.271     7.772   939.943     0.000
       137     4.023     0.040     0.000     0.069    -1.981     2.220     4.023  1024.608 24854.228    32.071    10.503     0.020     2.012  3201.932  2516.799     8.642    12.239     7.752   932.277     0.000
       138     4.049     0.040     0.000     0.070    -1.981     2.249     4.049  1024.603 24694.589    32.064    10.504     0.020     2.025  3200.007  2516.692     8.641    12.206     7.731   924.402     0.000
       139     4.077     0.041     0.000     0.071    -1.981     2.278     4.077  1024.598 24529.722    32.058    10.506     0.020     2.038  3198.018  2516.580     8.639    12.172     7.709   916.316     0.000
