****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.01     15.00     45.00     90.00     25.00      2.00     20.70    207.00      2.00      0.01      2.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth     P-Den    P-Con.    CL-Dil      Time   Net-Dil     P-Sal    P-Temp  Amb-Curr        DO
      3200       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3205       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3210       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3215       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3220       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3225       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3230       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3235       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3240       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3250       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3255       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3260       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3265       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3270       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3275       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3280       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3285       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3290       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3295       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3300       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3305       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3310       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3315       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3320       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3325       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3330       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3335       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3340       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3345       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3350       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3355       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3360       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3365       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3370       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3375       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3380       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3385       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3390       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3395       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3400       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3405       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3410       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3415       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3420       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3425       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3430       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3435       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3440       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3445       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3450       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3455       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3460       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3465       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3470       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3475       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3480       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3485       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3490       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3495       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3500       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3505       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3510       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3515       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3520       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3525       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3530       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3535       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3540       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3545       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3550       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3555       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3560       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3565       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3570       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3575       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3580       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3585       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3590       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3595       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3600       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3605       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3610       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3615       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3620       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3625       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3630       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3635       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3640       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3645       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3650       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3655       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3660       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3665       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3670       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3675       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3680       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3685       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3690       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3695       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3700       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3705       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3710       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3715       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3720       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3725       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3730       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3735       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3740       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3745       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3750       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3755       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3760       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3765       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3770       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3775       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3780       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3785       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3790       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3795       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3800       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3805       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3810       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3815       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3820       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3825       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3830       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3835       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3840       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3845       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3850       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3855       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3860       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3865       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3870       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3875       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3880       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3885       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3890       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3895       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3900       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3905       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3910       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3915       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3920       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3925       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3930       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3935       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3940       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3945       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3950       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3955       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3960       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3965       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3970       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3975       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3980       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3985       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3990       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3995       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4000       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4005       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4010       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4015       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4020       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4025       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4030       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4035       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4040       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4045       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4050       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4055       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4060       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4065       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4070       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4075       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4080       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4085       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4090       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4095       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4100       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4105       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4110       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4115       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4120       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4125       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4130       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4135       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4140       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4145       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4150       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4155       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4160       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4165       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4170       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4175       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4180       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4185       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4190       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4195       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4200       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4205       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4210       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4215       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4220       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4225       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4230       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4235       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4240       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4250       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4255       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4260       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4265       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4270       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4275       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      4280       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
