****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.50     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       127     5.918     0.648     0.000     0.410    -3.520    16.915     5.918  1024.438 16897.950    31.823    10.368     0.020     2.959
       128     6.036     0.656     0.000     0.416    -3.545    17.207     6.036  1024.429 16566.468    31.810    10.366     0.020     3.018
       129     6.157     0.664     0.000     0.422    -3.571    17.503     6.157  1024.420 16241.493    31.798    10.364     0.020     3.079
       130     6.280     0.673     0.000     0.429    -3.596    17.803     6.280  1024.411 15922.895    31.787    10.363     0.020     3.140
       131     6.406     0.681     0.000     0.435    -3.622    18.108     6.406  1024.402 15610.550    31.775    10.361     0.020     3.203
       132     6.534     0.689     0.000     0.442    -3.648    18.417     6.534  1024.394 15304.335    31.764    10.359     0.020     3.267
       133     6.665     0.698     0.000     0.449    -3.675    18.731     6.665  1024.386 15004.129    31.753    10.357     0.020     3.332
       134     6.798     0.706     0.000     0.456    -3.701    19.050     6.798  1024.378 14709.815    31.742    10.354     0.020     3.399
       135     6.934     0.715     0.000     0.463    -3.728    19.373     6.934  1024.370 14421.276    31.731    10.352     0.020     3.467
       136     7.073     0.724     0.000     0.470    -3.756    19.701     7.073  1024.362 14138.399    31.721    10.350     0.020     3.536
       137     7.214     0.733     0.000     0.477    -3.783    20.034     7.214  1024.355 13861.074    31.711    10.347     0.020     3.607
       138     7.359     0.742     0.000     0.484    -3.811    20.372     7.359  1024.347 13589.190    31.701    10.345     0.020     3.679
       139     7.506     0.751     0.000     0.491    -3.839    20.715     7.506  1024.340 13322.642    31.691    10.342     0.020     3.753
       140     7.656     0.761     0.000     0.499    -3.867    21.063     7.656  1024.333 13061.324    31.681    10.340     0.020     3.828
       141     7.809     0.770     0.000     0.506    -3.895    21.416     7.809  1024.326 12805.134    31.672    10.337     0.020     3.905
       142     7.966     0.780     0.000     0.514    -3.924    21.775     7.966  1024.319 12553.970    31.663    10.334     0.020     3.983
       143     8.125     0.789     0.000     0.521    -3.953    22.139     8.125  1024.313 12307.735    31.654    10.331     0.020     4.062
       144     8.288     0.799     0.000     0.529    -3.982    22.508     8.288  1024.306 12066.331    31.645    10.328     0.020     4.144
       145     8.453     0.809     0.000     0.537    -4.012    22.883     8.453  1024.300 11829.664    31.636    10.325     0.020     4.227
       146     8.622     0.819     0.000     0.545    -4.042    23.264     8.622  1024.294 11597.640    31.627    10.322     0.020     4.311
       147     8.795     0.830     0.000     0.553    -4.072    23.650     8.795  1024.288 11370.169    31.619    10.319     0.020     4.397
       148     8.971     0.840     0.000     0.562    -4.103    24.042     8.971  1024.282 11147.161    31.611    10.316     0.020     4.485
       149     9.150     0.851     0.000     0.570    -4.133    24.440     9.150  1024.276 10928.529    31.603    10.313     0.020     4.575
       150     9.333     0.862     0.000     0.578    -4.164    24.845     9.333  1024.271 10714.185    31.595    10.309     0.020     4.667
       151     9.520     0.872     0.000     0.587    -4.196    25.255     9.520  1024.265 10504.048    31.587    10.306     0.020     4.760
       152     9.711     0.883     0.000     0.596    -4.227    25.672     9.711  1024.260 10298.033    31.580    10.302     0.020     4.855
